Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Other Goods/Services,Market Frameworks - Insolvency Service,The Boston Consulting Group Uk Llp,393809,9751.73,Clean Growth-other Goods/Services,W1U 3PZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Stationery,Market Frameworks - Insolvency Service,"Personal Expense, Name Withheld",394129,57.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,Stationery,Market Frameworks - Insolvency Service,"Personal Expense, Name Withheld",394428,46.19,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Other Goods/Services,Market Frameworks - Insolvency Service,The Boston Consulting Group Uk Llp,394506,5108.05,Clean Growth-other Goods/Services,W1U 3PZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Other Goods/Services,Market Frameworks - Insolvency Service,The Boston Consulting Group Uk Llp,394518,9751.73,Clean Growth-other Goods/Services,W1U 3PZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Other Goods/Services,Market Frameworks - Insolvency Service,The Boston Consulting Group Uk Llp,394519,24147.14,Clean Growth-other Goods/Services,W1U 3PZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Stationery,Energy Transformation And Clean Growth - Industrial Energy,"Personal Expense, Name Withheld",392447,223.98,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Stationery,Energy Transformation And Clean Growth - Industrial Energy,"Personal Expense, Name Withheld",394735,280.68,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Stationery,Energy Transformation And Clean Growth - Industrial Energy,"Personal Expense, Name Withheld",394725,274.04,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Stationery,Energy Transformation And Clean Growth - Industrial Energy,"Personal Expense, Name Withheld",394946,40,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Other Professional Services,Energy And Security - Nuclear Directorate - Hsq,Alexander Mann Solutions Ltd,392406,4410.42,Mf Devolved Admin-other Professional Services,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,Other Professional Services,Energy And Security - Nuclear Directorate - Hsq,Alexander Mann Solutions Ltd,392413,2677.74,Mf Devolved Admin-other Professional Services,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Other Professional Services,Energy And Security - Nuclear Directorate - Hsq,Alexander Mann Solutions Ltd,393046,4410.42,Mf Devolved Admin-other Professional Services,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Other Professional Services,Energy And Security - Nuclear Directorate - Hsq,Alexander Mann Solutions Ltd,393053,2677.74,Mf Devolved Admin-other Professional Services,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Stationery,Energy And Security - Nuclear Directorate - Hsq,"Personal Expense, Name Withheld",393157,34.95,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,Other Professional Services,Energy And Security - Nuclear Directorate - Hsq,Alexander Mann Solutions Ltd,394254,3528.34,Mf Devolved Admin-other Professional Services,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Other Professional Services,Energy And Security - Nuclear Directorate - Hsq,Alexander Mann Solutions Ltd,394753,4410.42,Mf Devolved Admin-other Professional Services,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Other Professional Services,Energy And Security - Nuclear Directorate - Hsq,Alexander Mann Solutions Ltd,394758,2677.74,Mf Devolved Admin-other Professional Services,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Exp - Miscellaneous Expenditure - Iexpenses,Energy Transformation And Clean Growth - Industrial Energy,"Personal Expense, Name Withheld",392456,315.12,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Stationery,Energy Transformation And Clean Growth - Clean Growth,"Personal Expense, Name Withheld",394936,34.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Other It Consultancy,Energy Transformation And Clean Growth - Industrial Energy,Databarracks Ltd,393645,2880,Uk Role In Eu Ets-other It Consultancy,SW11 3BB,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Other It Consultancy,Energy Transformation And Clean Growth - Industrial Energy,Test Partners Ltd,393646,2800,Uk Role In Eu Ets-other It Consultancy,CM20 9GY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Other It Consultancy,Energy Transformation And Clean Growth - Industrial Energy,Test Partners Ltd,393647,350,Uk Role In Eu Ets-other It Consultancy,CM20 9GY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Stationery,Energy Transformation And Clean Growth - Industrial Energy,"Personal Expense, Name Withheld",394306,36.54,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Other It Consultancy,Energy Transformation And Clean Growth - Industrial Energy,Trasys International Eeig (Nrb Group),394615,491694.3,Uk Role In Eu Ets-other It Consultancy,4040,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Stationery,Energy Transformation And Clean Growth - Industrial Energy,"Personal Expense, Name Withheld",392024,14.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,Stationery,Energy Transformation And Clean Growth - Industrial Energy,"Personal Expense, Name Withheld",392912,96.95,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Stationery,Energy Transformation And Clean Growth - Industrial Energy,"Personal Expense, Name Withheld",391868,50,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Stationery,Energy Transformation And Clean Growth - Industrial Energy,"Personal Expense, Name Withheld",391873,123.96,Eu Exit Core Beis Staff: Energy & Climate Workstream Adm-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Stationery,Energy Transformation And Clean Growth - Industrial Energy,"Personal Expense, Name Withheld",395088,372.42,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",391871,42.67,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Other Goods/Services,Energy Transformation And Clean Growth - Energy Efficiency And Local,Ricardo-aea Ltd,392010,20179.91,Mf Devolved Admin-other Goods/Services,OX11 0QR,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,392134,7374.25,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,392949,6520.54,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Exp - Miscellaneous Expenditure - Iexpenses,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",393143,125,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Subsistence Uk,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",393150,14.45,Mf Devolved Admin-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Subsistence Uk,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",393150,26.29,Mf Devolved Admin-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",393272,102,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",393732,143.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",393743,129,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",393896,234.58,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",393903,50,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",393923,272.06,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,394111,4647.66,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,394626,4709.05,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,392298,18534.07,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,Capital Grants To Private Sector - Companies,Energy Transformation And Clean Growth - Energy Efficiency And Local,Icf Consulting Services Ltd,392948,18900000,Green Homes Grant Project-capital Grants To Private Sector - Companies,EC4R 1BE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,393017,27064.9,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,394214,23120.28,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",394550,517.79,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,394703,22568.46,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",392276,19.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,392297,13724.11,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,393016,10503.8,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Exp - Miscellaneous Expenditure - Iexpenses,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",393159,80,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",393403,215.34,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,394212,13953.17,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",394314,54.38,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,394700,12614.51,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Research And Development Expenditure,Energy Transformation And Clean Growth - Energy Efficiency And Local,Iff Research Ltd,391898,50000,Social Housing Decarbonisation Fund (Shdf)-Research And Development Expenditure,EC3R 6HD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",392272,129,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,392296,16576.21,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,393015,8804.98,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,394208,17276.66,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,394698,19319.11,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Exp - Miscellaneous Expenditure - Iexpenses,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",392471,25.98,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Grant-in-aid To Arms Length Bodies,Energy Transformation And Clean Growth - Energy Efficiency And Local,Salix Finance Ltd,393078,26920532,Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,EC4N 7BE,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,Stationery,Energy Transformation And Clean Growth - Clean Heat,"Personal Expense, Name Withheld",394430,79.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Stationery,Energy Transformation And Clean Growth - Smart Metering Implementation Programme,"Personal Expense, Name Withheld",392270,44.76,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Stationery,Energy Transformation And Clean Growth - Smart Metering Implementation Programme,"Personal Expense, Name Withheld",394121,246.96,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Other Technical Professional Services,Energy Transformation And Clean Growth - Smart Metering Implementation Programme,Baringa Partners Llp,394540,132823.8,Smart Energy Holistic Cyber Risk Assessment-other Technical Professional Services,SW1E 6AJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Science And Innovation,Alexander Mann Solutions Ltd,389883,-841.75,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Science And Innovation,Alexander Mann Solutions Ltd,389883,1851.85,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Science And Innovation,Alexander Mann Solutions Ltd,393013,-682.5,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Science And Innovation,Alexander Mann Solutions Ltd,393013,1501.5,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Science And Innovation,Alexander Mann Solutions Ltd,394205,1003.27,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Science And Innovation,Alexander Mann Solutions Ltd,394749,1078.36,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Procurement Consultancy,"Energy And Security - Energy Security, Networks And Markets",Personal Name Withheld,392374,6000,Panel Of Technical Experts-procurement Consultancy,CB1 ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Procurement Consultancy,"Energy And Security - Energy Security, Networks And Markets",Personal Name Withheld,392376,1200,Panel Of Technical Experts-procurement Consultancy,BS9 ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/05/2021,Procurement Consultancy,"Energy And Security - Energy Security, Networks And Markets",Mott Macdonald Ltd,395159,3525,Panel Of Technical Experts-procurement Consultancy,CR0 2EE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",393833,26,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",394437,149.98,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",394929,89.88,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",393905,173.19,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Stationery,"Industrial Strategy, Science And Innovation - Issi Covid-19 Programmes Directorate","Personal Expense, Name Withheld",394127,27.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Subsistence Uk,Energy And Security - Renewable Electricity Directorate,"Personal Expense, Name Withheld",392019,5.98,Mf Devolved Admin-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Subsistence Uk,Energy And Security - Renewable Electricity Directorate,"Personal Expense, Name Withheld",392019,6.49,Mf Devolved Admin-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Taxi Services Uk,Energy And Security - Renewable Electricity Directorate,"Personal Expense, Name Withheld",392019,9.7,Mf Devolved Admin-taxi Services Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Subsistence Uk,Energy And Security - Renewable Electricity Directorate,"Personal Expense, Name Withheld",392019,72.45,Mf Devolved Admin-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Stationery,Energy And Security - Renewable Electricity Directorate,"Personal Expense, Name Withheld",393283,99.6,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,Stationery,Energy And Security - Renewable Electricity Directorate,"Personal Expense, Name Withheld",393734,29.09,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,Stationery,Energy And Security - Renewable Electricity Directorate,"Personal Expense, Name Withheld",393737,104.24,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Research And Development Expenditure,Energy And Security - Renewable Electricity Directorate,Department For International Trade,394160,900,Renewable Energy Development Support-research And Development Expenditure,SW1E 6SW,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Research And Development Expenditure,Energy And Security - Renewable Electricity Directorate,Department For International Trade,394160,20000,Renewable Energy Development Support-research And Development Expenditure,SW1E 6SW,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Recruitment Advice And Services,Energy And Security - Renewable Electricity Directorate,Cabinet Office,394168,7690,Mf Devolved Admin-recruitment Advice And Services,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,Stationery,Energy And Security - Renewable Electricity Directorate,"Personal Expense, Name Withheld",394436,19.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Stationery,Energy And Security - Renewable Electricity Directorate,"Personal Expense, Name Withheld",394732,236.96,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/05/2021,Subsistence Uk,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",395220,4.99,Eu Exit: No Specific Dexeu Issue Adm-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/05/2021,Subsistence Uk,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",395220,8.58,Eu Exit: No Specific Dexeu Issue Adm-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/05/2021,Taxi Services Uk,Energy And Security - Energy Development And Resilience,"Personal Expense, Name Withheld",395220,22.12,Eu Exit: No Specific Dexeu Issue Adm-taxi Services Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Stationery,"Trade, Europe And Analysis - Analysis Directorate","Personal Expense, Name Withheld",391860,10.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Other Staff Welfare Costs,"Trade, Europe And Analysis - Analysis Directorate","Personal Expense, Name Withheld",391861,20,Mf Devolved Admin-other Staff Welfare Costs,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,R & D Economic Consultancy And Research,"Trade, Europe And Analysis - Analysis Directorate",Ricardo-aea Ltd,391903,8519.78,Energy Satistics Research And Analysis-r & D Economic Consultancy And Research,OX11 0QR,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,Stationery,"Trade, Europe And Analysis - Analysis Directorate","Personal Expense, Name Withheld",392905,19.99,Mf Devolved Admin-stationery,,EMPLOYEE
