Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,394265,1107,Mf Non Devolved Admin-learning And Dev - Cs Skills,E14 5GL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,394267,345,Mf Non Devolved Admin-learning And Dev - Cs Skills,E14 5GL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,394268,345,Mf Non Devolved Admin-learning And Dev - Cs Skills,E14 5GL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Economicsense Ltd,394278,1700,Mf Non Devolved Admin-training And Development Expenditure,KT6 5PW,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,394354,2073,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,394355,2073,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Media Training Ltd,394372,329,Mf Non Devolved Admin-learning And Dev - Cs Skills,SE1 1PP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Media Training Ltd,394373,289,Mf Non Devolved Admin-learning And Dev - Cs Skills,SE1 1PP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Media Training Ltd,394374,399,Mf Non Devolved Admin-learning And Dev - Cs Skills,SE1 1PP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,The Social Research Association,394481,165,Mf Non Devolved Admin-training And Development Expenditure,WC1E 7AE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Uk Evaluation Society (Ukes),394493,200,Mf Non Devolved Admin-training And Development Expenditure,SG12 9EF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Professional Training,Corporate Services - Human Resources,Kings College London,394613,500,Mf Non Devolved Admin-professional Training,SE1 8WA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Professional Training,Corporate Services - Human Resources,Cornwall Insight Ltd,394797,5000,Mf Non Devolved Admin-professional Training,NR1 1BY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Ppm (Project & Programme Management),Corporate Services - Human Resources,Pendragon International Media Ltd,394802,500,Mf Non Devolved Admin-ppm (Project & Programme Management),AL2 1JG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Lsr Training & Development Ltd,394851,740,Mf Non Devolved Admin-training And Development Expenditure,YO42 4RE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,394854,317,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,394855,1634,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Lsr Training & Development Ltd,394861,740,Mf Non Devolved Admin-training And Development Expenditure,YO42 4RE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Lsr Training & Development Ltd,394863,740,Mf Non Devolved Admin-training And Development Expenditure,YO42 4RE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,395000,4146,Eu Exit: No Specific Dexeu Issue Adm-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,395002,-1533,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,395002,2686,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Cranfield Management Development Ltd,395031,7342,Mf Non Devolved Admin-training And Development Expenditure,MK43 0AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,395128,528,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,395129,528,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,395130,229,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,395131,229,Mf Non Devolved Admin-learning And Dev - Cs Skills,E14 5GL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,395132,528,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,395133,528,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Adept Executive Consulting Ltd,395153,1320,Mf Non Devolved Admin-training And Development Expenditure,M4 6WX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Lsr Training & Development Ltd,395241,495,Mf Non Devolved Admin-training And Development Expenditure,YO42 4RE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Lsr Training & Development Ltd,395242,495,Mf Non Devolved Admin-training And Development Expenditure,YO42 4RE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Postage,Corporate Services - Commercial & Operations,"Personal Expense, Name Withheld",392468,3.85,Mf Devolved Admin-postage,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Motor Vehicle Hire,Corporate Services - Commercial & Operations,"Personal Expense, Name Withheld",392468,10.5,Mf Devolved Admin-motor Vehicle Hire,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Exp - Miscellaneous Expenditure - Iexpenses,Corporate Services - Commercial & Operations,"Personal Expense, Name Withheld",392468,119.99,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Central Telecommunications Services,Corporate Services - Communications,British Telecommunications Plc (Bt),392083,77.89,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Central Telecommunications Services,Corporate Services - Communications,British Telecommunications Plc (Bt),392083,85.46,Mf Devolved Admin-central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Methods Business And Digital Technology Ltd,392260,15600,Mf Devolved Admin-hire Of Interim Managers,EC1A 4EN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Methods Business And Digital Technology Ltd,392261,15000,Mf Devolved Admin-hire Of Interim Managers,EC1A 4EN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,392302,3387.66,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Hire Of Agency Staff,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,392343,850.06,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,392433,10051.92,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,392434,3849.54,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Strategy Consultancy,"Corporate Services - Digital, Data & Technology",Ernst And Young Llp,392555,161500,Mf Devolved Admin-strategy Consultancy,EC2V 7TL,VENDOR
