Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Administration Of Grants And Awards,Energy Transformation And Clean Growth - Energy Efficiency And Local,Department For Work And Pensions (Dwp),398666,5124,Green Homes Grant Project-administration Of Grants And Awards,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",398673,100,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,395397,13724.11,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/06/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,395978,13024.04,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",397727,21.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",397955,149,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,395394,13540.79,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Rail Travel Uk,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",395413,5.5,Mf Devolved Admin-rail Travel Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,395977,13110.36,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Capital Grants To Local Government,Energy Transformation And Clean Growth - Energy Efficiency And Local,Aberdeen City Council,396439,4522.6,Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,AB10 1YP,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Allen Lane Ltd,396730,10260,Mf Devolved Admin-hire Of Agency Staff,SW1Y 6RJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Hire Of Agency Staff,Energy Transformation And Clean Growth - Energy Efficiency And Local,Alexander Mann Solutions Ltd,396957,17512.98,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Administration Of Grants And Awards,Energy Transformation And Clean Growth - Energy Efficiency And Local,Cabinet Office,397996,6825,Social Housing Decarbonisation Fund (Shdf)-Administration Of Grants And Awards,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",398671,8.98,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",398671,19.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Energy Transformation And Clean Growth - Energy Efficiency And Local,"Personal Expense, Name Withheld",398671,207.94,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,Grant-in-aid To Arms Length Bodies,Energy Transformation And Clean Growth - Energy Efficiency And Local,Salix Finance Ltd,396698,324432,Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,EC4R 9AN,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/06/2021,Grant-in-aid To Arms Length Bodies,Energy Transformation And Clean Growth - Energy Efficiency And Local,Salix Finance Ltd,398364,447201,Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,EC4R 9AN,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Outsourced Programme Management,Energy Transformation And Clean Growth - Energy Efficiency And Local,Softwire Technology Ltd,397246,8500,Energy Savings Advice Service-outsourced Programme Management,NW5 1TL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Outsourced Programme Management,Energy Transformation And Clean Growth - Energy Efficiency And Local,Softwire Technology Ltd,397247,83.06,Energy Savings Advice Service-outsourced Programme Management,NW5 1TL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Outsourced Programme Management,Energy Transformation And Clean Growth - Energy Efficiency And Local,Building Research Establishment Ltd (Bre),398374,12173.99,Green Deal - Products And Measures-outsourced Programme Management,WD25 9XX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Outsourced Programme Management,Energy Transformation And Clean Growth - Energy Efficiency And Local,Crown Commercial Service,398170,115,Eco Brokerage-outsourced Programme Management,L3 9PP,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Outsourced Programme Management,Energy Transformation And Clean Growth - Energy Efficiency And Local,Crown Commercial Service,398171,2246.5,Eco Brokerage-outsourced Programme Management,L3 9PP,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Energy Transformation And Clean Growth - Clean Heat,"Personal Expense, Name Withheld",397232,16.14,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,Stationery,Energy Transformation And Clean Growth - Smart Metering Implementation Programme,"Personal Expense, Name Withheld",397948,199.2,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Stationery,Energy Transformation And Clean Growth - Smart Metering Implementation Programme,"Personal Expense, Name Withheld",396524,106.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Stationery,Energy Transformation And Clean Growth - Smart Metering Implementation Programme,"Personal Expense, Name Withheld",397737,160.8,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,Other Technical Professional Services,Energy Transformation And Clean Growth - Smart Metering Implementation Programme,Baringa Partners Llp,397870,126726,Smart Energy Holistic Cyber Risk Assessment-other Technical Professional Services,SW1E 6AJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Hospitality - Uk,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",398102,35.4,Mf Devolved Admin-hospitality - Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",398807,79.24,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",397475,54,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Office-related Expenditure,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",398679,90,Mf Devolved Admin-office-related Expenditure,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Office-related Expenditure,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",398679,130,Mf Devolved Admin-office-related Expenditure,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Office-related Expenditure,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",398679,230.97,Mf Devolved Admin-office-related Expenditure,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",396720,26,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",396775,29.99,Eu Exit: Operation Of Sem Adm-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",396775,99.99,Eu Exit: Operation Of Sem Adm-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",396775,241.16,Eu Exit: Operation Of Sem Adm-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,R & D Professional Subscriptions,"Energy And Security - Energy Security, Networks And Markets",Platts Mcgraw Hill Financial,396884,2414.52,Climate Change Economic Analysis-r & D Professional Subscriptions,TX75284-8093,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",397037,15.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",398235,41.98,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Stationery,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",398235,150,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Professional Subscriptions,"Energy And Security - Energy Security, Networks And Markets","Personal Expense, Name Withheld",398680,138,Mf Devolved Admin-professional Subscriptions,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Corporate Management Consultancy,Energy And Security - Carbon Capture Usage And Storage,Wsp Uk Ltd,394399,154203.58,Mf Devolved Admin-corporate Management Consultancy,RG21 4HJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",02/06/2021,Recruitment Advice And Services,Energy And Security - Carbon Capture Usage And Storage,Cabinet Office,395635,8797.5,Mf Devolved Admin-recruitment Advice And Services,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",397567,11.04,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",397567,19.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",397567,32.49,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",397567,89.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",397567,129.48,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",398806,19.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",398806,25.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",398806,49.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",398806,59.49,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",398806,129.6,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,External Legal Advice And Service,Energy And Security - Carbon Capture Usage And Storage,Ashurst Llp,396918,99306.5,Net Zero Costs - Admin-external Legal Advice And Service,E1 6PW,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,External Legal Advice And Service,Energy And Security - Carbon Capture Usage And Storage,Ashurst Llp,398217,137585.74,Net Zero Costs - Admin-external Legal Advice And Service,E1 6PW,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",398674,5.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",398674,20.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",397740,8.98,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",397740,20.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",397740,34.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Stationery,Energy And Security - Carbon Capture Usage And Storage,"Personal Expense, Name Withheld",397740,111.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,R & D Economic Consultancy And Research,"Trade, International, The Union & Analysis - Analysis Directorate",Allied Publicity Services (Manchester) Ltd T/A Aps Group,395565,2496,Construction: Statistics And Other Sponsorship Activities-r & D Economic Consultancy And Research,SK3 0ZP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,R & D Economic Consultancy And Research,"Trade, International, The Union & Analysis - Analysis Directorate",Allied Publicity Services (Manchester) Ltd T/A Aps Group,396981,2496,Construction: Statistics And Other Sponsorship Activities-r & D Economic Consultancy And Research,SK3 0ZP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,R & D Economic Consultancy And Research,"Trade, International, The Union & Analysis - Analysis Directorate",Allied Publicity Services (Manchester) Ltd T/A Aps Group,397219,-2496,Construction: Statistics And Other Sponsorship Activities-r & D Economic Consultancy And Research,SK3 0ZP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,R & D Economic Consultancy And Research,"Trade, International, The Union & Analysis - Analysis Directorate",Ricardo-aea Ltd,395466,8519.78,Energy Satistics Research And Analysis-r & D Economic Consultancy And Research,OX11 0QR,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Economic Consultancy & Research,"Trade, International, The Union & Analysis - Analysis Directorate",Rstudio Inc,397833,3398.4,Mf Devolved Admin-economic Consultancy & Research,2210,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Stationery,"Trade, International, The Union & Analysis - Analysis Directorate","Personal Expense, Name Withheld",398812,27.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",02/06/2021,Outsourced Programme Management,Energy Transformation And Clean Growth - Clean Heat,Building Research Establishment Ltd (Bre),394455,40697.4,Clean Heat Sap (Standard Assessment Procedure)-Outsourced Programme Management,WD25 9XX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Stationery,Energy Transformation And Clean Growth - Clean Heat,"Personal Expense, Name Withheld",397046,27.98,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Stationery,Energy Transformation And Clean Growth - Clean Heat,"Personal Expense, Name Withheld",397046,40.75,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Stationery,Energy Transformation And Clean Growth - Clean Heat,"Personal Expense, Name Withheld",397046,104.98,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/06/2021,Outsourced Programme Management,Energy Transformation And Clean Growth - Clean Heat,Building Research Establishment Ltd (Bre),398184,45848.19,Clean Heat Sap (Standard Assessment Procedure)-Outsourced Programme Management,WD25 9XX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",398669,5.42,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",398669,8.92,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",398669,8.98,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",398669,19.59,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",398669,23.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",398669,29.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",398669,50.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",398669,108.45,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",398669,192,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",398804,72.67,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Office-related Expenditure,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",398229,103.99,Mf Devolved Admin-office-related Expenditure,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",02/06/2021,Publications,Business Sectors - Advanced Manufacturing,Jones Yarrell Leadenhall (Menzies Distribution Ltd),395630,4.25,Mf Devolved Admin-publications,EH12 9DJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Sponsorship Support,Business Sectors - Advanced Manufacturing,The Institution Of Civil Engineers,397384,24000,R&C Sponsorship-sponsorship Support,SW1P 3AA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Sponsorship Support,Business Sectors - Advanced Manufacturing,Personal Name Withheld,398749,8000,R&C Sponsorship-sponsorship Support,MK43 ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,395993,98112.37,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Birmingham City Council,396136,18853,Automotive Supply Chain-r & D Current Grants To Private Sector - Npish,B2 2AJ,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Birmingham City Council,396136,442110,Automotive Supply Chain-r & D Current Grants To Private Sector - Npish,B2 2AJ,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,396146,98112.37,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,396146,172776.11,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,R & D Salaries - Permanent Staff,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,396176,60639.45,Automotive: Transformation Fund (R&D)-R & D Salaries - Permanent Staff,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,396179,133333.33,Automotive: Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Loughborough University,396555,26328.66,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,LE11 3TU,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,397862,82014.37,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,398134,15916.26,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,398135,17653,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Advanced Propulsion Centre Uk Ltd,398696,92278.8,Automotive:Advanced Propulsion Centre-r & D Current Grants To Private Sector - Npish,CV4 7AL,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,R & D Outsourced Other,Business Sectors - Advanced Manufacturing,Sqw Ltd T/A Sqw Consulting,396163,9550.52,One Year Supply Chain Programme-r & D Outsourced Other,NW1 1JD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,R & D Outsourced Other,Business Sectors - Advanced Manufacturing,Sqw Ltd T/A Sqw Consulting,396166,9550.52,One Year Supply Chain Programme-r & D Outsourced Other,NW1 1JD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Birmingham City Council,396567,11781,One Year Supply Chain Programme-r & D Current Grants To Private Sector - Npish,B2 2AJ,WGA ONLY
