Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Stationery,"Trade, International, The Union & Analysis - Analysis Directorate","Personal Expense, Name Withheld",395669,52,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Stationery,"Trade, International, The Union & Analysis - Analysis Directorate","Personal Expense, Name Withheld",397287,130,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Stationery,"Trade, International, The Union & Analysis - Analysis Directorate","Personal Expense, Name Withheld",398112,119.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Stationery,"Trade, International, The Union & Analysis - Analysis Directorate","Personal Expense, Name Withheld",396953,26,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Stationery,"Trade, International, The Union & Analysis - Analysis Directorate","Personal Expense, Name Withheld",397441,26,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Advertising,Market Frameworks - Regulation Executive,Ministry Of Justice,396410,2964,Mf Devolved Admin-advertising,NP20 9BB,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Other Goods/Services,Market Frameworks - Regulation Executive,Department For Education,398339,113520,Mf Devolved Admin-other Goods/Services,CV1 2WT,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/06/2021,Consultancy Expenditure,Market Frameworks - Office For Product Safety And Standards,Arco Ltd,382279,554.4,Opss: Innovating For Growth-consultancy Expenditure,HU3 2SJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/06/2021,Consultancy Expenditure,Market Frameworks - Office For Product Safety And Standards,Arco Ltd,382282,48.3,Opss: Innovating For Growth-consultancy Expenditure,HU3 2SJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/06/2021,Consultancy Expenditure,Market Frameworks - Office For Product Safety And Standards,Arco Ltd,382285,48.3,Opss: Innovating For Growth-consultancy Expenditure,HU3 2SJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/06/2021,Consultancy Expenditure,Market Frameworks - Office For Product Safety And Standards,Arco Ltd,382289,48.3,Opss: Innovating For Growth-consultancy Expenditure,HU3 2SJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/06/2021,Consultancy Expenditure,Market Frameworks - Office For Product Safety And Standards,Arco Ltd,382292,48.3,Opss: Innovating For Growth-consultancy Expenditure,HU3 2SJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/06/2021,Consultancy Expenditure,Market Frameworks - Office For Product Safety And Standards,Arco Ltd,382296,48.3,Opss: Innovating For Growth-consultancy Expenditure,HU3 2SJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/06/2021,Consultancy Expenditure,Market Frameworks - Office For Product Safety And Standards,Arco Ltd,382298,48.3,Opss: Innovating For Growth-consultancy Expenditure,HU3 2SJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/06/2021,Consultancy Expenditure,Market Frameworks - Office For Product Safety And Standards,Arco Ltd,382301,48.3,Opss: Innovating For Growth-consultancy Expenditure,HU3 2SJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/06/2021,Consultancy Expenditure,Market Frameworks - Office For Product Safety And Standards,Arco Ltd,382305,48.3,Opss: Innovating For Growth-consultancy Expenditure,HU3 2SJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Stationery,Market Frameworks - Office For Product Safety And Standards,Banner Group Ltd,391491,95.72,Opss: Central/Core-stationery,S9 1XT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Stationery,Market Frameworks - Office For Product Safety And Standards,Banner Group Ltd,392008,50.48,Opss: Central/Core-stationery,S9 1XT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,Current Grants To Local Government,Market Frameworks - Office For Product Safety And Standards,Solihull Metropolitan Borough Council,393528,3940.65,Opss: National Capacity Enforcement-current Grants To Local Government,B91 9RR,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,External Training,Market Frameworks - Office For Product Safety And Standards,Capita Business Services Ltd T/A Knowledgepool,394602,6149.63,Opss: National Capacity Enforcement-external Training,DL1 9HN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,External Training,Market Frameworks - Office For Product Safety And Standards,Capita Business Services Ltd T/A Knowledgepool,394801,614.96,Opss: National Capacity Enforcement-external Training,DL1 9HN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,External Training,Market Frameworks - Office For Product Safety And Standards,Capita Business Services Ltd T/A Knowledgepool,394801,1844.89,Opss: National Capacity Enforcement-external Training,DL1 9HN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,External Training,Market Frameworks - Office For Product Safety And Standards,Capita Business Services Ltd T/A Knowledgepool,394801,6149.63,Opss: National Capacity Enforcement-external Training,DL1 9HN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Other Professional Services,Market Frameworks - Office For Product Safety And Standards,Its Testing Services (Uk) Ltd T/A Intertek Assurance,394894,225,Opss: National Capacity Testing-other Professional Services,LE19 1WD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Technical Advice / Services & Support,Market Frameworks - Office For Product Safety And Standards,Hertfordshire County Council,394993,4996,Opss: Primary Authority-technical Advice / Services & Support,SG13 8TN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Stationery,Market Frameworks - Office For Product Safety And Standards,Banner Group Ltd,395576,-95.72,Opss: Central/Core-stationery,S9 1XT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Stationery,Market Frameworks - Office For Product Safety And Standards,Banner Group Ltd,395591,-50.48,Opss: Central/Core-stationery,S9 1XT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",02/06/2021,Current Grants To Local Government,Market Frameworks - Office For Product Safety And Standards,Solihull Metropolitan Borough Council,395598,1947.97,Opss: National Capacity Enforcement-current Grants To Local Government,B91 3QB,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Training And Development Expenditure,Market Frameworks - Office For Product Safety And Standards,Cipd Enterprises Ltd,395679,440,Opss: National Capacity Organisational Cross Cutting-training And Development Expenditure,SW19 1JQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Training And Development Expenditure,Market Frameworks - Office For Product Safety And Standards,Cipd Enterprises Ltd,395679,490,Opss: National Capacity Organisational Cross Cutting-training And Development Expenditure,SW19 1JQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Computer Consumables,Market Frameworks - Office For Product Safety And Standards,Tmr Executive Agency Ltd,395681,50.4,Opss: National Capacity Organisational Cross Cutting-computer Consumables,BL9 7BR,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Clearing Account   - Cost - Information Technology,Market Frameworks - Office For Product Safety And Standards,Kalpaitch Ltd,395702,15300,Opss: Primary Authority-clearing Account   - Cost - Information Technology,SE5 9PG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Stationery,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",395712,10.71,Opss: National Capacity Testing-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Stationery,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",395712,19.99,Opss: National Capacity Testing-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/06/2021,Other Travel,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",395841,3,Opss: National Capacity Enforcement-other Travel,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/06/2021,Mileage Allowance Uk,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",395841,37.8,Opss: National Capacity Enforcement-mileage Allowance Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",395844,16.23,Opss: National Capacity Scientific And Technical-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",395844,29.99,Opss: National Capacity Scientific And Technical-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",395844,69.99,Opss: National Capacity Scientific And Technical-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",395844,149.48,Opss: National Capacity Scientific And Technical-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",395845,29.65,Opss: National Capacity Scientific And Technical-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
